machine_id,operation_mode,vibration_mm_s,temperature_c
IND-02,standby,0.7647552243843747,36.23670013131036
IND-01,performance,14.474460448602873,92.34930705156056
IND-16,standby,1.112062588416758,36.274682649130206
IND-05,standby,1.5394820228340422,38.37928529097047
IND-03,performance,15.717837466923289,92.07372206790868
IND-12,standby,1.8295271719567099,35.87582260357143
IND-08,performance,19.05378923651583,96.2531434618981
IND-03,performance,18.199155082490712,91.39971024652723
IND-01,standby,2.309393819830434,36.242957158658115
IND-03,standby,1.7079133147276715,36.62804520497223
IND-05,standby,0.8915516448299164,35.81278195326727
IND-15,standby,2.1816882567691698,36.01845398599094
IND-14,performance,15.789687528788004,86.47983246742876
IND-03,performance,18.82083699937114,85.49299668225673
IND-01,standby,2.286867108277553,34.002859227035124
IND-05,performance,17.9133760214608,81.64810027921754
IND-14,performance,14.0076823736707,84.72169583169266
IND-07,standby,1.0408939167451043,35.65146593106615
IND-09,performance,19.64548893377027,90.61870549467382
IND-15,performance,16.661754628714366,88.37222062111415
IND-15,standby,1.539786767471083,31.288593019745285
IND-10,performance,18.517648832327218,99.44751814657405
IND-13,standby,1.8481614310401617,38.172960245780764
IND-19,performance,17.557599624770923,92.67455910730277
IND-07,standby,1.3956658143897671,39.81498134510654
IND-17,performance,16.374663108535284,84.13581529509773
IND-20,performance,18.715797650582687,101.32575072375603
IND-04,standby,1.7767847655338966,34.0695718464989
IND-05,standby,1.3713499996911052,36.477475850582714
IND-07,standby,2.0410561564965706,33.452325349731595
IND-13,standby,1.435482942435108,36.029388191088735
IND-15,performance,15.296675651331213,92.31699898799033
IND-11,performance,15.48205860219331,89.07185801319267
IND-04,performance,15.042518327380467,94.28326466454082
IND-13,standby,1.3637949916981564,36.19802889897451
IND-07,performance,19.467448556672387,86.86551162973494
IND-19,performance,15.389809637938983,86.59912009318596
IND-02,standby,1.5942378805090514,37.62182754523139
IND-10,standby,1.1716553271862935,34.692515940386066
IND-13,performance,16.479381917457125,95.49241782290962
IND-06,standby,0.7449793940073739,38.44542358566386
IND-12,performance,16.558923541686926,79.98771682592321
IND-12,performance,16.612589240390076,96.79755832380621
IND-20,standby,1.7701439720178476,40.1208453968894
IND-11,performance,17.44656182651074,91.51202256721157
IND-07,standby,0.9008039375239774,37.19816837058964
IND-01,standby,2.0420991220217712,38.074010648738316
IND-01,performance,17.420606080443992,88.34710610892587
IND-20,performance,17.396787034354972,91.09368134122722
IND-13,performance,16.981635293229722,82.11480282226134
IND-09,standby,1.2411212763888901,36.2772700570609
IND-03,performance,17.43560467949745,92.98867197386726
IND-07,standby,1.7377942179642911,37.03232604585294
IND-06,standby,2.5,38.13084944719516
IND-08,performance,15.922478325307809,85.35118693118683
IND-09,standby,1.3725265147982053,34.93478648665301
IND-05,performance,17.512341211388556,101.37304407594813
IND-01,performance,19.38662201185425,89.09802975741773
IND-19,performance,15.456518370806435,91.20020272387397
IND-10,performance,16.004076306364315,89.59793974964867
IND-12,performance,15.9749317787069,85.06991504216987
IND-15,performance,15.396944819790917,99.74117526535083
IND-09,performance,16.305627009775474,86.83379152847637
IND-20,standby,1.8854011099939856,33.74542895258614
IND-17,performance,14.89232900927131,87.29555833618349
IND-17,standby,1.7139071975764515,31.996587996548932
IND-20,standby,0.6490488849908322,34.69742507003364
IND-12,standby,1.219331001778897,34.063742804295345
IND-07,performance,16.341021399564028,93.70457178556394
IND-02,standby,2.3374298364570323,34.65317152088026
IND-03,standby,1.362598847623656,37.775607871157696
IND-17,performance,12.597513053098163,98.39090395841593
IND-05,performance,13.0022221862775,94.68705201772559
IND-17,standby,1.5170147931733404,35.56922342227985
IND-17,performance,18.227541711579818,90.84668698023356
IND-17,performance,17.750911715254507,80.85009035913563
IND-02,performance,17.33514021160198,89.19732376487256
IND-02,performance,19.324519195011334,84.837369191599
IND-05,standby,1.2302043896314343,37.3886527622986
IND-01,performance,18.78982111205365,105.43651433546684
IND-01,performance,13.735970229947165,92.99892981584286
IND-19,performance,15.190104334123868,78.053159106272
IND-02,standby,0.5964793025340919,35.27753961417125
IND-12,standby,1.362577349665104,36.24498185074891
IND-06,performance,16.907477565467314,90.52414455156158
IND-04,performance,17.22820298445304,85.61512124634748
IND-11,standby,1.5309416764435677,36.49058348527387
IND-17,performance,2.5,82.54499497848367
IND-06,performance,16.619518311173568,84.3305476638896
IND-05,standby,0.7512766656971257,37.29159528320742
IND-20,performance,19.7264579502645,83.90602061472104
IND-02,performance,16.392747854203996,93.22926963295355
IND-06,standby,1.2555569404781544,33.261072450687884
IND-11,standby,2.2944701642220413,39.52965176758347
IND-16,performance,14.515506932901541,85.35438046557567
IND-16,standby,0.9372064429840155,35.55266685639311
IND-01,performance,14.80755935026287,91.98367956654243
IND-09,performance,16.864257236601038,86.60790028499343
IND-06,performance,17.863263259275193,90.86043576642783
IND-16,standby,1.8698377340589167,37.15071344904025
IND-03,standby,2.785997658747484,37.92122646500697
IND-20,performance,12.501135091598472,94.74898461583774
IND-04,performance,18.217471178248832,88.96913721718396
IND-19,standby,1.2214347137138843,35.706736451912796
IND-03,standby,1.2067924255556133,40.69821711605007
IND-19,standby,1.1901139358730612,37.89977813649858
IND-20,performance,15.182460658384054,84.46905806207872
IND-07,standby,2.342262417301726,36.199976327531104
IND-20,standby,1.9211486635069512,35.329713722443614
IND-09,performance,17.04639195711475,89.18799459646134
IND-01,performance,19.702031504974002,82.62302905375147
IND-08,performance,13.97494206940225,87.52846059368429
IND-07,standby,0.8346474343345369,39.623111546387825
IND-18,performance,12.644064535610624,93.47445780525302
IND-08,performance,15.601170919753425,75.05303155109124
IND-01,performance,17.323397053409504,97.30034095498767
IND-11,performance,17.20571715586467,96.53777713745497
IND-18,standby,1.5746709555299403,35.281429391387164
IND-10,performance,14.177886337867836,94.3035812626993
IND-03,standby,1.901577371307011,34.2812015783656
IND-07,standby,1.619813759119499,35.059488567467284
IND-16,standby,1.8665271407329993,38.997092721339705
IND-16,performance,13.214475644819895,88.36961976078175
IND-20,standby,1.655745429398895,32.26053667609002
IND-17,performance,14.624469520164947,89.62018066331198
IND-02,performance,16.205353494897277,89.52846964251385
IND-01,performance,18.068729797272766,97.19021141624076
IND-16,standby,1.5455468031279567,36.02867284435152
IND-12,performance,15.296920040441362,87.47050613135825
IND-05,performance,17.012546312368837,96.27033687138723
IND-05,performance,13.936929369512715,90.72474139500666
IND-09,standby,2.075133697949148,34.499954636868566
IND-09,standby,1.3973579902518745,38.30999512108323
IND-03,standby,2.059274972127663,36.3873235290336
IND-19,performance,15.946936625807915,90.01755580007662
IND-16,standby,1.2382120057967085,36.35581678282331
IND-16,performance,15.471626426724306,83.57598977150042
IND-03,performance,18.752347863386152,86.83407734292997
IND-20,standby,1.145284421335762,36.007165203665565
IND-01,performance,18.289190864830353,88.83201782985192
IND-20,standby,1.308773801165355,38.54485676563319
IND-11,performance,13.048073400216762,91.30443511636201
IND-17,standby,1.214842966106767,37.709807845272806
IND-08,performance,14.641783571274303,90.05637212745509
IND-04,performance,17.067805447364677,96.33773090247674
IND-06,performance,14.619184528651019,92.38516653943893
IND-08,performance,18.851950201429233,90.08052291233076
IND-20,performance,16.817848279293944,89.92030146624589
IND-03,standby,1.4112020026206304,34.091122747418076
IND-16,performance,18.311784275575164,93.04149432081786
IND-03,standby,1.9819534670379313,35.919590530927245
IND-18,standby,1.489950624115174,34.99601607963759
IND-14,standby,1.1143998502253547,38.21292354162414
IND-18,performance,13.452060767775741,82.4987038446312
IND-02,performance,15.62790048592964,87.4650246274054
IND-03,performance,15.765575506704076,96.1663124926772
IND-16,standby,1.5535287264961484,36.63104588184051
IND-09,performance,16.309706237723944,89.71284643408346
IND-04,performance,18.375865944102856,91.50602125890087
IND-01,standby,1.1935083643646553,36.35882834209768
IND-04,standby,1.4714794165735292,32.96667490742816
IND-01,standby,2.0919937215984445,35.30147622930408
IND-14,standby,1.6709126069774833,39.2330433090275
IND-16,standby,1.4699812291557177,34.68135173044566
IND-20,standby,1.1990277790324115,35.36339797179133
IND-08,performance,15.733537206570047,86.75027542014487
IND-07,standby,1.074693373524026,35.82596955336373
IND-03,performance,15.917986268434202,86.50126301205421
IND-17,performance,18.51133167748863,92.92044901294835
IND-01,performance,16.556223457415463,91.1838804737416
IND-16,standby,0.8251134653093845,37.54709523021403
IND-12,performance,20.536338586119566,83.69435300286624
IND-19,standby,1.6599825955725815,35.31931903423419
IND-14,standby,0.7965282997434153,35.54855473677573
IND-06,performance,16.116302145518354,92.73388146053156
IND-06,standby,1.5554431914142088,34.41355760558593
IND-13,performance,20.409184186594754,95.49392282555006
IND-19,performance,14.783775083482261,97.11849354310566
IND-08,standby,1.9880203596779733,34.02225530472883
IND-02,performance,19.798972853944687,87.0547626306386
IND-01,performance,15.74269138985086,86.80841095024745
IND-15,performance,16.444972762279534,105.79431722806498
IND-01,standby,0.9818453763131149,35.14019978958423
IND-05,performance,16.59307771783939,100.06575265293681
IND-16,standby,1.4817050128285345,33.46673600978678
IND-19,standby,1.8298249990411852,34.020698067671276
IND-04,performance,19.180366942040894,85.88037280891079
IND-03,performance,15.503807870756706,84.92586413132086
IND-17,standby,0.5163374678870027,35.464202531683
IND-17,standby,1.489377610361879,34.582443594557006
IND-12,performance,17.58707505993728,85.08395044359256
IND-14,performance,17.498835375370085,96.95083197883997
IND-06,standby,1.336663376245478,38.44758724502633
IND-03,standby,1.5623760498319672,37.89859299675063
IND-09,standby,2.257722404176124,37.04799791116866
IND-05,standby,1.6908670844812546,36.1854861315591
IND-17,standby,1.3133157874984578,35.00593861866818
IND-14,performance,15.999604365808008,84.28105497146944
IND-03,standby,1.4150738211611347,36.725991406865376
IND-01,standby,2.3183699809153198,33.652739214906404
IND-20,performance,16.633398580947606,84.03647442494764
IND-01,performance,16.960411310958584,96.91747953722886
IND-03,standby,1.2588432145318484,39.80129808344417
IND-18,standby,2.0494916787209823,36.78659027633296
IND-10,performance,20.91967450948935,96.63874291376787
IND-03,standby,1.7253065247156942,35.508303365112035
IND-08,standby,1.541386451892713,33.32465162782463
IND-14,performance,17.07356566634847,93.67302971171151
IND-18,standby,0.3078466056071272,37.138578646540125
IND-15,performance,18.490301728569634,90.43001132328146
IND-02,performance,17.268332831991685,95.0
IND-10,performance,17.85668410132145,95.77326347148659
IND-02,performance,15.57707561183259,84.08560179943515
IND-17,standby,1.3077715605114542,34.45243884221868
IND-08,performance,16.177950126993654,83.95136095943744
IND-01,standby,2.0108114920365194,36.169945925271655
IND-09,standby,1.3106200816984535,33.82421397578148
IND-11,standby,2.5413301610548986,34.63151563896951
IND-16,standby,1.7154312095075186,34.58848887554561
IND-07,standby,0.8621586700021342,35.47878333533208
IND-10,performance,16.742907413496088,81.07575332157614
IND-03,performance,15.696649755687169,90.5232299522236
IND-18,performance,12.611235060359952,97.48382190398807
IND-13,performance,20.19894188022758,90.81294823390057
IND-07,standby,1.8515712711100019,39.08264228960264
IND-04,performance,18.066414635798626,98.00398911526155
IND-13,standby,1.582701830149852,37.55547009449571
IND-20,standby,0.8089912156537812,36.14937168527377
IND-01,performance,16.032765720889127,90.13500232947264
IND-08,performance,2.5,94.58279863417955
IND-14,performance,14.897559940434995,87.6499763429758
IND-16,performance,11.936461367498373,78.70487549119522
IND-14,standby,1.386446996109537,36.98400810820592
IND-12,standby,1.4291212229862307,33.737862740130055
IND-19,performance,17.271126832829417,84.22715263085769
IND-15,standby,1.864259321757268,36.00044789599158
IND-02,standby,1.8188029061156044,35.80975024489306
IND-02,standby,1.629384902621961,33.175848787368736
IND-19,performance,19.39106277617342,90.99294938479885
IND-17,standby,0.7405151095933427,37.9322793217221
IND-20,performance,18.00916362895478,83.22995057840531
IND-10,performance,18.253076726673886,97.63489998509256
IND-06,standby,0.8802188569598802,32.87965834974011
IND-15,standby,0.7485646956588053,40.23464828874191
IND-11,performance,15.508115747048798,87.5324374170991
IND-05,standby,1.1692292787423542,36.29123399365378
IND-01,standby,1.8767097317512154,32.21593285502866
IND-08,performance,15.77092243261781,89.62718360118414
IND-12,performance,15.287302963437591,91.37089306630915
IND-12,performance,15.776732526610882,89.48302737540303
IND-05,performance,19.237264668308423,86.62151353768576
IND-07,standby,1.5065216871884761,34.10687096294437
IND-04,standby,1.410374487321544,38.26105323907462
IND-06,performance,16.779989002597897,90.1848428099877
IND-13,performance,19.584120668653046,99.24451425910064
IND-20,performance,15.501656546793516,86.84110587123047
IND-15,standby,2.1577541454700517,35.13041061325556
IND-03,performance,17.420992597843007,94.89356546757698
IND-08,standby,1.419790309012326,32.75405007599287
IND-20,performance,22.001800995868564,82.71921983908246
IND-16,performance,14.888721020402807,96.58490982811898
IND-13,performance,16.29262848086599,82.96839642466082
IND-18,standby,0.8837843804179999,32.3618979693949
IND-10,standby,1.9762309852680846,39.73705437614618
IND-19,standby,2.3445944668258396,33.21236470425159
IND-17,performance,20.339845562809277,91.10471638996901
IND-19,standby,2.111974376573002,36.13817038544854
IND-05,standby,1.4011897661020172,30.378743366763832
IND-09,performance,16.269518045020305,88.39609786099315
IND-12,performance,13.65766045501187,92.69047949687466
IND-01,standby,2.5179367675908964,36.70861876303772
IND-01,standby,2.5,37.807041367607006
IND-15,standby,1.2540215475652585,35.22501737018913
IND-02,standby,2.164028444493484,37.42500888418432
IND-16,performance,15.054470966479998,85.86402559151956
IND-08,performance,17.81324406844535,81.53719550152334
IND-13,performance,16.65474173141833,82.2136297459126
IND-01,standby,1.8193385699401505,95.0
IND-16,standby,1.4682132304069393,38.01917193578239
IND-07,performance,14.098144217777552,80.91255894564866
IND-05,performance,17.151152745340077,91.64423304389582
IND-03,standby,2.024432070937681,35.468151611855134
IND-12,standby,1.4853917970730073,35.794702853098734
IND-16,performance,18.550230243178174,98.1816437711982
IND-19,performance,14.908941028651894,87.36943579670836
IND-05,performance,16.947478413460296,93.6696093692981
IND-14,standby,1.1877447724557113,36.075126702762226
IND-05,standby,1.873490420052355,35.695962188734605
IND-15,standby,1.5157457811309978,40.59993824877294
IND-17,standby,1.8450368381683062,33.11731650856926
IND-14,standby,2.043855213078933,38.57826367087489
IND-20,standby,1.8458092875606942,37.31281313097995
IND-05,performance,17.54623686858729,87.1228500322093
IND-12,performance,15.00357548297719,99.77591110464968
IND-16,standby,1.4986069446665493,32.30377977522293
IND-16,performance,15.933819195968333,86.86940005620556
IND-07,standby,1.3279680216478866,33.58303559146185
IND-04,performance,16.2509316984995,92.47250078922876
IND-01,standby,1.0100372126088777,33.773871797625645
IND-05,performance,13.08532282173202,92.59838368044791
IND-10,performance,15.663713903344465,88.88138150507068
IND-05,standby,1.5966897259620796,35.041292114687835
IND-04,standby,0.8259114772862549,36.77729449206662
IND-02,performance,17.03136447294325,88.38827025637161
IND-20,performance,20.80053684862193,83.46819094164577
IND-10,standby,2.0115282776261196,41.602745979269955
IND-19,performance,20.28708301824106,87.07699690182513
IND-01,standby,1.6955639384663632,31.56478183969597
IND-05,standby,2.083754911493223,34.31580262055722
IND-13,performance,15.552070539064426,82.39633986976362
IND-04,standby,1.177829866489008,37.65229123208103
IND-16,performance,11.521719587725055,91.92991595754951
IND-16,performance,19.372290948084597,92.39227681074206
IND-02,standby,2.2701619899099432,35.25995506832551
IND-17,performance,15.89364550930546,95.0
IND-20,standby,1.3730241468013824,35.258137792784666
IND-12,standby,1.1230689431545193,35.83761363172906
IND-18,standby,1.6913267757387458,37.67066687072967
IND-03,performance,19.24986509060648,92.01645247503208
IND-01,standby,0.6286140130594795,37.000225659241735
IND-01,performance,17.818877061284503,92.99735344949522
IND-19,standby,1.3616641141404273,37.76888487476347
IND-11,standby,1.5566971959833447,36.57630008308051
IND-05,standby,1.7294970008371455,36.717696145357834
IND-12,performance,16.623595122454358,97.13283744715893
IND-03,performance,16.79282629318844,86.00972449198133
IND-01,standby,1.3930624162226806,34.28851484009699
IND-01,standby,1.9851581008941408,33.62815680162629
IND-08,performance,17.837519920254994,91.09748738172154
IND-10,performance,17.44116707547472,78.87760655268526
IND-11,performance,14.458096557815434,92.77292457635806
IND-12,standby,2.5,35.78161381099889
IND-13,performance,18.79733832067835,96.80783819892633
IND-12,standby,1.5188482865619615,34.65616537907002
IND-14,performance,18.319062939178277,88.78009028749496
IND-02,standby,2.383255900163817,38.24440666658674
IND-19,standby,2.019303034604408,38.76627129355631
IND-18,standby,1.5465791688498711,34.63969526849636
IND-03,performance,15.978021659608546,91.09068739552296
IND-17,performance,11.892900807888203,91.76651386610429
IND-08,performance,16.663230155054293,92.24192043372689
IND-10,standby,1.3369937520915753,35.474848681368755
IND-02,standby,1.6951830971976878,38.56276679624727
IND-19,performance,16.692189546050624,78.66177909827073
IND-09,standby,1.3398074702816027,35.15773953039783
IND-07,standby,0.6103005347463897,36.89586146554589
IND-04,standby,1.0300160854249667,36.91444962389869
IND-18,performance,17.953302081601116,98.11655418368858
IND-13,standby,2.357953815566347,38.396450786402575
IND-11,performance,16.804949232508754,88.28675024815666
IND-04,performance,17.655622147148247,97.79922746118363
IND-04,performance,18.90495631390561,85.71574953733527
IND-10,performance,15.3782121275995,95.58532429675103
IND-05,performance,17.733628086570885,100.86313487052595
IND-09,standby,1.1297549468339207,38.42988821370994
IND-03,performance,18.729648876982022,90.63462230114474
IND-17,performance,17.302806095903467,88.00932736936727
IND-03,performance,17.59690362796288,80.82845222244428
IND-16,standby,1.1087007012907055,36.62107927582841
IND-04,standby,1.8535161798053925,33.76956554405816
IND-18,standby,2.5423564606155082,34.413730672772125
IND-17,standby,0.9960441522858969,33.61850839852666
IND-07,performance,16.32048198470495,87.23764600406007
IND-05,performance,17.463214948336184,89.8321835130781
IND-12,standby,1.8932031059979082,36.54722916233141
IND-17,standby,1.2202268573552655,34.79898672917207
IND-13,standby,0.08348485492863,38.138567412790366
IND-03,standby,2.1795947470820125,35.58358948402007
IND-09,performance,18.521012239168286,85.27366540040688
IND-17,standby,0.6285262347566675,36.452584534486874
IND-17,standby,1.196215604110222,39.92710566708763
IND-20,standby,2.284091214763663,36.67032113307024
IND-16,standby,2.223898209228933,35.27428874525278
IND-13,standby,1.9693200113394722,32.945077287762594
IND-19,standby,1.4119437830200687,35.56117535805586
IND-17,standby,1.541493709406255,36.46985625017623
IND-04,performance,16.738148389747746,87.67451465246658
IND-12,performance,19.256479566537674,80.00769217055401
IND-09,performance,15.24831518700978,84.89660766297939
IND-19,performance,15.38840069023159,98.72723076532654
IND-12,performance,19.02054917367203,98.60400602238276
IND-09,performance,16.911277088976878,84.68016498477242
IND-07,standby,2.189233677726904,37.345513574398844
IND-14,standby,1.1642438965097273,33.64285443045965
IND-20,performance,16.89044327932235,98.42589769196971
IND-19,standby,1.0387935075780232,36.49047169578847
IND-15,performance,17.014725362847134,95.6978489916992
IND-16,standby,0.7607265315006005,32.56981330563492
IND-05,standby,1.2561832895225187,37.355274203849774
IND-03,standby,0.7818730675359411,35.98465187263099
IND-12,standby,1.846961616595629,37.703858141581684
IND-20,standby,1.8582946698798257,37.8297355961957
IND-04,standby,0.6348686347578275,36.1315693789495
IND-16,performance,19.667771491001147,86.3950221654245
IND-07,performance,21.99483025283971,94.67817709307697
IND-13,standby,1.5230031933681705,35.87969100118975
IND-10,performance,15.717771479550711,84.76329027883415
IND-07,standby,2.912165295501523,34.15969553708463
IND-14,performance,14.36206300339498,81.13701350212571
IND-05,standby,1.5100532334345491,34.97941768087387
IND-03,performance,17.35924454526385,96.61615227644627
IND-11,standby,2.1725738102262073,36.35565959941087
IND-11,performance,17.719477950253577,86.82139376446176
IND-18,standby,1.2506830521057744,37.60971187636016
IND-15,performance,15.097631259224087,85.00514026965966
IND-12,standby,1.3290890898769323,36.19070054866556
IND-09,standby,0.9965363195274279,35.64073925454897
IND-10,standby,1.5239126598923414,37.5582612511767
IND-12,performance,15.871607640279027,80.536629774483
IND-17,performance,14.011924413420498,84.89881352511206
IND-06,performance,19.510291576749808,80.1705260454328
IND-07,standby,1.2511637382854803,35.48080655638146
IND-14,performance,14.463726390049375,97.26856502179459
IND-13,standby,1.4158704327562293,34.98910558069294
IND-08,performance,17.13674313193532,86.9358963708261
IND-10,performance,13.507066548841934,95.23034654510482
IND-09,performance,17.663295334251526,96.4112973507318
IND-18,performance,14.90568486261947,89.46857359638726
IND-02,standby,2.355514404595394,37.36942970809979
IND-05,performance,18.04792102415347,83.53827275473232
IND-05,performance,16.200200019781366,98.26784600355248
IND-06,standby,1.1274161148413246,40.297412587874106
IND-19,standby,1.447516146218188,37.042431582377446
IND-08,performance,18.22558148316658,77.4940102719432
IND-16,performance,16.9490117428296,86.65061842561329
IND-13,standby,1.3914205964315718,37.22565064333864
IND-01,standby,1.5291851454089478,35.15703400566728
IND-20,standby,1.1980705343815226,38.54439710850019
IND-17,performance,16.313588146313926,93.52894358661518
IND-07,performance,12.828415122189991,85.76114699540523
IND-13,performance,18.947452461704735,90.19358886462751
IND-04,standby,1.649398890160881,34.21233355872182
IND-04,standby,1.113272077983285,35.63483024317512
IND-06,standby,2.4493674906776195,34.890813519134895
IND-19,performance,17.174032960784775,97.04857080139823
IND-12,standby,0.9819282140124016,40.23202411366199
IND-07,performance,18.71347484294092,81.41287000058549
IND-10,standby,1.6990241082546311,32.1535674275805
IND-19,performance,2.5,88.52896546889168
IND-07,performance,16.14848879069682,80.8895058070279
IND-03,standby,1.7252478618890175,36.09242320734183
IND-13,performance,16.476483419557812,94.49361668283557
IND-13,standby,1.7779707258229211,38.98828379453365
IND-18,performance,13.190111091978721,91.20836735229169
IND-20,standby,1.2830632685104055,35.61368955030084
IND-08,standby,2.361077548904097,32.04323016685383
IND-09,performance,15.465865089199399,90.1571108951148
IND-07,standby,1.1980808512534067,36.14257452109892
IND-01,performance,16.10407732310005,93.83374088527647
IND-03,standby,0.8925969320556784,34.583023796941816
IND-13,standby,0.39585961188587393,35.12989479952828
IND-17,standby,1.3847068007381935,33.043995489391634
IND-01,standby,1.5679297120408284,31.41741438623187
IND-06,performance,16.894989862922696,83.3490174552193
IND-06,standby,1.4275607190260566,32.859348371493965
IND-12,standby,1.5215204354251939,36.67342459084122
IND-13,performance,19.04568294310153,86.89119565999886
IND-13,performance,16.619107628141567,86.77057721955127
IND-15,performance,15.851834845825461,84.09352172294872
IND-16,performance,16.437749030223827,70.6046074049254
IND-11,performance,18.15869351951355,99.0498644924853
IND-05,performance,19.8240537570865,83.99837686333927
IND-04,standby,1.1859281304154108,35.175159860300184
IND-03,performance,17.197867574057767,81.27064700826413
IND-19,standby,1.6691787209679798,37.943860686881266
IND-20,performance,15.014843986542354,90.86057362222395
IND-18,standby,1.5102085836064592,34.34726942946826
IND-15,standby,0.7671630713289525,35.21554077731195
IND-09,standby,0.6154748481303006,39.35635984424974
IND-17,performance,17.733492815784516,89.56218340871233
IND-14,performance,16.232250517338436,88.90959877430457
IND-15,performance,17.404560815242437,84.3517110831644
IND-01,performance,16.9642100459833,78.63251309716618
IND-03,standby,1.0117999756681013,35.67992265284131
IND-16,performance,16.909491396071328,91.95291067394771
IND-11,standby,0.8834493474925724,38.19916892865534
IND-12,standby,2.1954861790007003,31.50300693100069
